id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score
tm160371,A Very Harold & Kumar Christmas,MOVIE,2011,R,108,"['comedy', 'fantasy', 'romance']",['US'],tt1268799,7.8
tm183547,Escape from Planet Earth,MOVIE,2012,PG,89,"['scifi', 'comedy', 'family', 'animation']","['CA', 'US']",tt0765446,7.8
ts34737,La Reina del Sur,SHOW,2011,TV-MA,41,"['drama', 'crime', 'action', 'thriller']",['MX'],tt1704637,7.8
tm59590,One Piece Film: Z,MOVIE,2012,PG-13,108,"['action', 'animation', 'fantasy']",['JP'],tt2375379,7.8
ts34151,TIGER & BUNNY,SHOW,2011,TV-14,25,"['scifi', 'action', 'animation', 'comedy', 'crime']",['JP'],tt2061527,7.8
tm161904,Bully,MOVIE,2011,PG-13,92,"['drama', 'documentation']",['US'],tt1682181,7.8
tm44165,"Chaos, Disorder",MOVIE,2012,,76,"['drama', 'family', 'fantasy']",['EG'],tt2379987,7.8
tm53034,Sebastian Maniscalco: What's Wrong with People?,MOVIE,2012,,75,['comedy'],['US'],tt2215489,7.8
ts32460,Inborn Pair,SHOW,2011,TV-14,43,['drama'],['TW'],tt6357282,7.8
ts26776,Smile PreCure!,SHOW,2012,TV-Y7,23,"['action', 'comedy', 'scifi', 'family', 'fantasy', 'animation']",['JP'],tt5315490,7.8
tm164353,Singham,MOVIE,2011,,135,"['drama', 'action', 'crime']",['IN'],tt1948150,7.8
ts39093,EastSiders,SHOW,2012,TV-MA,23,"['comedy', 'drama']",['US'],tt2558816,7.8
ts33349,Robocar Poli,SHOW,2011,TV-Y,14,"['animation', 'comedy', 'family', 'fantasy']",['KR'],tt4763642,7.8
tm38064,Berserk: The Golden Age Arc II - The Battle for Doldrey,MOVIE,2012,R,98,"['action', 'drama', 'fantasy', 'animation', 'horror']",['JP'],tt2358911,7.8
tm182125,Zindagi Na Milegi Dobara,MOVIE,2011,PG,166,"['romance', 'drama', 'comedy']",['IN'],tt1562872,7.8
ts55532,LEGO Friends,SHOW,2012,TV-Y,16,"['animation', 'european']",['US'],tt4049416,7.8
tm57436,Sleepless Nights,MOVIE,2012,,128,['documentation'],['FR'],tt2730046,7.8
tm72251,What About Dick?,MOVIE,2012,G,80,['comedy'],"['GB', 'US']",,
tm53625,Inventing David Geffen,MOVIE,2012,,120,['documentation'],[],,
ts191698,Little Baby Bum,SHOW,2011,TV-Y,7,"['family', 'music', 'animation']",['GB'],tt10051854,7.8
ts45996,Outback Truckers,SHOW,2012,TV-14,44,"['reality', 'documentation']",['AU'],tt5632186,7.8
tm160361,A Princess for Christmas,MOVIE,2011,PG,89,"['family', 'romance', 'comedy', 'drama']",['US'],tt1083448,7.8
tm34331,Middle of Nowhere,MOVIE,2012,R,101,['drama'],['US'],tt1211890,7.8
tm183039,Donald Glover: Weirdo,MOVIE,2012,,65,"['comedy', 'documentation']",['US'],tt2345525,7.8
ts35426,LEGO City,SHOW,2011,TV-G,4,"['animation', 'european']",['GB'],tt4168604,7.8
ts58528,Inside West Coast Customs,SHOW,2011,TV-PG,43,['reality'],['US'],tt8358972,7.8
tm177258,Delhi Belly,MOVIE,2011,,102,"['comedy', 'action', 'crime', 'thriller']",['IN'],tt1934231,7.8
tm174190,Undefeated,MOVIE,2011,PG-13,113,"['documentation', 'sport']",['US'],tt1860355,7.8
tm68436,Barfi!,MOVIE,2012,G,151,"['drama', 'romance', 'comedy']",['IN'],tt2082197,7.8
tm65765,6 Bullets,MOVIE,2012,R,115,"['thriller', 'action', 'crime', 'drama']",['US'],tt1975249,7.8
tm179451,7 Khoon Maaf,MOVIE,2011,,148,"['thriller', 'comedy', 'drama']",['IN'],tt1629376,7.7
tm177044,Naruto Shippuden the Movie: Blood Prison,MOVIE,2011,PG-13,108,"['action', 'comedy', 'horror', 'thriller', 'animation', 'fantasy']",['JP'],tt1999167,7.7
tm49451,Maria Bamford: The Special Special Special!,MOVIE,2012,,50,['comedy'],['US'],tt2546038,7.7
tm1096916,The Trial of Adolf Eichmann,MOVIE,2011,,90,['documentation'],['FR'],tt0280153,7.7
tm176128,Don't Go Breaking My Heart,MOVIE,2011,,115,"['romance', 'comedy']",['HK'],tt1776143,7.7
tm67444,Jim Gaffigan: Mr. Universe,MOVIE,2012,,77,['comedy'],['US'],tt2273321,7.7
tm183176,A Second Chance,MOVIE,2011,,90,"['drama', 'family', 'sport']",['AU'],tt2150139,7.7
tm40860,Big Time Movie,MOVIE,2012,G,68,"['comedy', 'music', 'family']",['US'],tt2163203,7.7
tm35700,Paan Singh Tomar,MOVIE,2012,PG,135,"['drama', 'crime', 'sport', 'thriller', 'action']",['IN'],tt1620933,7.7
tm170395,Sniper: Reloaded,MOVIE,2011,R,91,"['drama', 'war', 'action', 'thriller']","['US', 'ZA', 'DE']",,
tm169053,Shor in the City,MOVIE,2011,PG,107,"['drama', 'crime']",['IN'],tt1916728,7.7
tm53395,FRED 3: Camp Fred,MOVIE,2012,PG,81,"['comedy', 'family']",['US'],tt2395219,7.7
tm183037,Don 2,MOVIE,2011,,139,"['action', 'thriller', 'crime', 'european']","['IN', 'DE']",tt1285241,7.7
tm177958,Pyaar Ka Punchnama,MOVIE,2011,PG-13,149,"['romance', 'drama', 'comedy', 'european']",['IN'],tt1926313,7.7
ts6879,El Reemplazante,SHOW,2012,TV-MA,45,['drama'],['CL'],tt2488050,7.7
tm178106,Chillar Party,MOVIE,2011,G,130,"['comedy', 'drama', 'family']",['IN'],tt1841542,7.7
tm57610,Talaash,MOVIE,2012,,139,"['crime', 'thriller', 'drama', 'fantasy']",['IN'],tt1787988,7.7
tm169354,Coming Forth by Day,MOVIE,2012,,96,['drama'],['EG'],tt2443734,7.7
tm176111,The Great Magician,MOVIE,2011,,128,"['thriller', 'drama', 'romance', 'comedy']","['CN', 'HK']",tt1869721,7.7
tm59372,Arjun: The Warrior Prince,MOVIE,2012,G,96,"['action', 'animation', 'drama']",['IN'],tt2404173,7.7
tm161804,Toll Booth,MOVIE,2011,,97,['drama'],['TR'],tt1753866,7.7
tm159593,No One Killed Jessica,MOVIE,2011,PG-13,136,"['drama', 'thriller', 'crime']",['IN'],tt1734110,7.7
ts39112,Justin Time,SHOW,2011,TV-Y,15,"['action', 'animation', 'comedy', 'family']",['CA'],tt1870073,7.7
tm44615,Ferrari Ki Sawaari,MOVIE,2012,G,140,"['family', 'comedy', 'drama', 'sport']",['IN'],tt2122340,7.7
tm54780,Tiger & Bunny: The Beginning,MOVIE,2012,PG,88,"['scifi', 'animation', 'action']",['JP'],tt2507174,7.7
ts167724,Meet the Adebanjos,SHOW,2012,TV-PG,25,['comedy'],['GB'],tt2344781,7.7
ts99814,Masameer,SHOW,2011,TV-MA,14,"['comedy', 'animation']",['SA'],tt6298258,7.7
tm175909,The Dirty Picture,MOVIE,2011,,144,"['drama', 'comedy']",['IN'],tt1954206,7.7
ts158608,The Ultimate Braai Master,SHOW,2012,TV-PG,45,['reality'],['ZA'],tt3264864,7.7
tm57382,Kath & Kimderella,MOVIE,2012,,80,['comedy'],['AU'],tt1859607,7.7
tm59289,Rowdy Rathore,MOVIE,2012,PG-13,143,"['action', 'comedy', 'crime']",['IN'],tt2077833,7.7
tm47171,OMG: Oh My God!,MOVIE,2012,G,125,"['drama', 'fantasy', 'comedy']",['IN'],tt2283748,7.7
tm165712,Tim Minchin and the Heritage Orchestra: Live at the Royal Albert Hall,MOVIE,2011,,146,"['comedy', 'music']",['GB'],,
tm48239,Ek Main Aur Ekk Tu,MOVIE,2012,PG,110,"['drama', 'romance', 'comedy']",['IN'],tt1703958,7.7
tm160021,A Beautiful Life,MOVIE,2011,,124,"['drama', 'romance']","['HK', 'CN']",tt1934335,7.7
tm54371,Mugamoodi,MOVIE,2012,,156,"['drama', 'action']",['IN'],tt2367996,7.7
tm172883,Game,MOVIE,2011,PG,135,"['thriller', 'action', 'crime', 'drama', 'european']",['IN'],tt1772872,7.7
tm174518,Bodyguard,MOVIE,2011,,134,"['drama', 'action', 'romance', 'comedy']",['IN'],tt1729637,7.7
tm70528,Material,MOVIE,2012,,94,"['comedy', 'drama']",['ZA'],tt1899240,7.7
tm74031,Kyaa Super Kool Hain Hum,MOVIE,2012,R,137,"['drama', 'comedy']",['IN'],tt2027138,7.7
tm181856,Jeff Dunham: Controlled Chaos,MOVIE,2011,,90,"['comedy', 'documentation']",['US'],tt2058636,7.7
tm38013,Players,MOVIE,2012,,165,"['thriller', 'action', 'crime']",['IN'],tt1784589,7.7
tm42306,Aiyyaa,MOVIE,2012,G,146,"['romance', 'comedy']",['IN'],tt2255934,7.7
ts32561,Office Girls,SHOW,2011,TV-14,46,"['comedy', 'drama', 'romance']",['TW'],tt4381290,7.7
tm39606,Tere Naal Love Ho Gaya,MOVIE,2012,PG,126,"['drama', 'comedy', 'romance']",['IN'],tt2130242,7.7
tm167241,Ragini MMS,MOVIE,2011,PG-13,93,"['drama', 'horror', 'thriller']",['IN'],tt1890513,7.7
ts37864,The Glamorous Imperial Concubine,SHOW,2011,TV-PG,47,"['drama', 'history', 'romance']",['CN'],tt2272555,7.7
tm71992,Grandmaster,MOVIE,2012,,130,"['thriller', 'action']",['IN'],tt2345561,7.7
tm31948,26 Years,MOVIE,2012,,135,"['drama', 'thriller', 'crime']",['KR'],tt2551894,7.7
tm166810,Michael,MOVIE,2011,PG-13,97,"['drama', 'thriller']",['IN'],tt1754202,7.7
tm37573,"All's Well, Ends Well",MOVIE,2012,,118,"['romance', 'comedy']",['HK'],tt2051818,7.7
tm69915,Heroine,MOVIE,2012,,140,['drama'],['IN'],tt1949548,7.7
tm164090,Lavell Crawford: Can a Brother Get Some Love?,MOVIE,2011,NC-17,90,"['comedy', 'documentation']",['US'],tt2084872,7.7
tm37175,Jeff Dunham: Minding the Monsters,MOVIE,2012,PG-13,80,['comedy'],['US'],tt2461736,7.7
tm66725,Kalakalappu,MOVIE,2012,G,149,['comedy'],['IN'],tt2262126,7.7
tm166740,Chhota Bheem & Krishna in Mayanagari,MOVIE,2011,G,66,"['animation', 'action', 'fantasy']",['IN'],tt16235600,7.7
tm200838,Chhota Bheem In Dholakpur to Kathmandu,MOVIE,2012,G,70,['animation'],['XX'],tt6442774,7.7
ts44064,Drunken to Love You,SHOW,2011,TV-14,46,"['comedy', 'drama', 'romance']",['TW'],tt2473936,7.7
tm169128,An Elf's Story,MOVIE,2011,,24,"['scifi', 'animation', 'family', 'fantasy']",['US'],tt2094761,7.7
tm172353,Bbuddah Hoga Terra Baap,MOVIE,2011,PG-13,117,"['thriller', 'action', 'comedy', 'crime']",['IN'],tt1869296,7.7
tm34746,Luv Shuv Tey Chicken Khurana,MOVIE,2012,PG,140,['comedy'],['IN'],tt2186933,7.7
tm29400,Bwakaw,MOVIE,2012,,104,['drama'],['PH'],tt2244376,7.7
tm53360,Blood Money,MOVIE,2012,PG,110,"['thriller', 'drama', 'crime', 'action']",['IN'],tt2246595,7.7
tm180532,Shaitan,MOVIE,2011,PG-13,121,"['drama', 'thriller', 'action', 'crime']",['IN'],tt1836912,7.7
tm34142,Department,MOVIE,2012,R,141,"['action', 'thriller', 'crime']",['IN'],tt2186731,7.7
ts27875,Masha's tales,SHOW,2012,TV-Y,5,"['animation', 'family']",['RU'],tt3840498,7.7
tm162592,Asmaa,MOVIE,2011,,96,['drama'],['EG'],tt1826603,7.7
ts41114,The Oath,SHOW,2011,TV-14,44,['drama'],['SG'],tt7131686,7.7
tm70652,Thaandavam,MOVIE,2012,,167,"['action', 'thriller']",['IN'],tt2271641,7.7
tm339197,Chota Bheem Aur Ganesh in the Amazing Odyssey,MOVIE,2012,G,65,['animation'],['IN'],tt6356352,7.7
tm172211,Question Mark,MOVIE,2011,,102,['drama'],['ID'],tt1979169,7.7
tm1077038,Chhota Bheem: Journey to Petra,MOVIE,2011,G,67,['animation'],['IN'],tt6543194,
tm57256,Husbands in Goa,MOVIE,2012,,150,['comedy'],['IN'],tt2407826,7.7
tm529723,Chhota Bheem and the Broken Amulet,MOVIE,2012,,63,['animation'],['IN'],tt6417816,7.7
ts128422,Takki,SHOW,2012,,16,['drama'],['SA'],tt6052432,7.7
tm53829,Blitz Patrollie,MOVIE,2012,,101,"['crime', 'action', 'comedy']",['US'],tt2336284,7.7
tm51412,Moshe Kasher: Live in Oakland,MOVIE,2012,,60,['comedy'],['US'],tt2229301,7.7
tm38331,The Mistress,MOVIE,2012,PG-13,125,"['romance', 'drama']",['PH'],tt2389344,7.7
tm481620,The Rise of Kirmada,MOVIE,2012,G,68,['animation'],['IN'],tt6543070,7.7
tm30278,Vettai,MOVIE,2012,,150,"['action', 'thriller']",['IN'],tt1956697,7.7
tm165932,Muran,MOVIE,2011,,134,"['drama', 'thriller', 'action']",['IN'],tt2053397,7.7
tm63368,A World Not Ours,MOVIE,2012,,93,"['documentation', 'history']",['PS'],tt2233762,7.7
tm161632,Tom Papa: Live in New York City,MOVIE,2011,,57,['comedy'],['US'],tt1910649,7.7
tm182026,Zokkomon,MOVIE,2011,PG,109,"['fantasy', 'drama', 'family', 'action']",['IN'],tt1605790,7.7
tm235979,My Friend Pinto,MOVIE,2011,PG,115,"['comedy', 'crime', 'drama']",['IN'],tt1512220,7.7
tm946846,Taxi Ballad,MOVIE,2012,,93,['drama'],"['US', 'LB', 'AE']",,
tm181366,Here Comes the Rain,MOVIE,2011,,100,['drama'],['LB'],tt2091312,7.7
tm60213,One More Try,MOVIE,2012,,100,['drama'],['PH'],tt2590280,7.7
tm481509,Chhota Bheem Master of Shaolin,MOVIE,2011,G,75,['animation'],[],tt6442670,7.7
tm159623,No Other Woman,MOVIE,2011,,104,"['romance', 'drama', 'thriller']",['PH'],tt2057445,7.7
ts60663,The In-Laws,SHOW,2011,TV-14,44,"['family', 'drama']",['SG'],tt12199688,
tm34646,Sisterakas,MOVIE,2012,,110,"['comedy', 'drama']",['PH'],tt2590214,7.7
ts39465,Yours Fatefully,SHOW,2012,TV-14,44,"['drama', 'comedy', 'romance']",['SG'],tt7131690,7.7
ts69208,"Love, Now",SHOW,2012,TV-Y,45,['drama'],['TW'],tt6273116,7.7
tm224577,Phone Swap,MOVIE,2012,,111,"['comedy', 'romance']",['NG'],tt2198109,7.7
tm172504,"Darling, Something's Wrong with Your Head",MOVIE,2011,,78,"['drama', 'romance', 'war', 'european']","['PS', 'NL', 'US', 'AE']",tt1670646,7.7
ts20110,Peaky Blinders,SHOW,2013,TV-MA,58,"['crime', 'drama', 'european']",['GB'],tt2442560,7.7
ts20837,Outlander,SHOW,2014,TV-MA,60,"['scifi', 'romance', 'drama', 'fantasy']",['US'],tt3006802,7.7
ts20682,Attack on Titan,SHOW,2013,TV-MA,24,"['action', 'scifi', 'animation', 'horror', 'drama', 'fantasy']",['JP'],tt2560140,7.7
ts20824,The Originals,SHOW,2013,TV-14,43,"['scifi', 'drama', 'fantasy', 'horror']",['US'],tt2632424,7.7
ts1639,The Blacklist,SHOW,2013,TV-14,43,"['thriller', 'drama', 'crime']",['US'],tt2741602,7.7
ts20351,Married at First Sight,SHOW,2014,TV-PG,64,"['reality', 'romance', 'european']",['US'],tt3868860,7.7
ts11188,The Flash,SHOW,2014,TV-14,42,"['drama', 'scifi', 'family', 'animation', 'action']",['US'],tt3107288,7.7
tm140389,Paddington,MOVIE,2014,PG,95,"['comedy', 'family', 'fantasy', 'animation', 'european']","['US', 'FR', 'GB']",tt1109624,7.7
ts20248,Reign,SHOW,2013,TV-14,42,"['drama', 'fantasy', 'history']",['US'],tt2710394,7.7
tm150928,It Follows,MOVIE,2014,R,101,"['horror', 'thriller']",['US'],tt3235888,7.7
tm140877,The Imitation Game,MOVIE,2014,PG-13,113,"['thriller', 'drama', 'war']","['GB', 'US']",tt2084970,7.7
ts8146,The 100,SHOW,2014,TV-14,42,"['scifi', 'drama', 'action']",['US'],tt2661044,7.7
tm176864,Rush,MOVIE,2013,R,123,"['drama', 'action', 'sport', 'european']","['US', 'DE', 'GB']",tt1979320,7.7
tm151663,Nightcrawler,MOVIE,2014,R,118,"['thriller', 'crime', 'drama']",['US'],tt2872718,7.7
ts16045,Are You The One?,SHOW,2014,TV-14,41,['reality'],['US'],tt3484274,7.7
tm145655,St. Vincent,MOVIE,2014,PG-13,102,"['comedy', 'drama']",['US'],tt2170593,7.7
tm160621,The Conjuring,MOVIE,2013,R,112,"['horror', 'thriller']",['US'],tt1457767,7.7
ts20292,Gotham,SHOW,2014,TV-14,43,"['drama', 'scifi', 'thriller', 'action', 'crime']",['US'],tt3749900,7.7
tm134967,How to Train Your Dragon 2,MOVIE,2014,PG,102,"['action', 'animation', 'comedy', 'family', 'fantasy']",['US'],tt1646971,7.7
tm183523,Oldboy,MOVIE,2013,R,104,"['action', 'drama', 'thriller']",['US'],tt1321511,7.7
ts6,House of Cards,SHOW,2013,TV-MA,52,['drama'],['US'],tt1856010,7.7
tm148147,Big Eyes,MOVIE,2014,PG-13,106,"['drama', 'documentation', 'romance', 'crime']","['CA', 'US']",tt1126590,7.7
tm143227,Begin Again,MOVIE,2013,R,104,"['drama', 'comedy', 'music', 'romance']",['US'],tt1980929,7.7
ts21374,How to Get Away with Murder,SHOW,2014,TV-14,43,"['crime', 'drama', 'thriller']",['US'],tt3205802,7.7
ts14583,BoJack Horseman,SHOW,2014,TV-MA,26,"['comedy', 'drama', 'animation']",['US'],tt3398228,7.7
tm169719,42,MOVIE,2013,PG-13,128,"['drama', 'sport']",['US'],tt0453562,7.7
tm182429,Olympus Has Fallen,MOVIE,2013,R,120,"['action', 'thriller', 'drama']",['US'],tt2302755,7.7
ts20261,Madam Secretary,SHOW,2014,TV-14,43,"['war', 'thriller', 'drama']",['US'],tt3501074,7.7
tm175843,Dark Skies,MOVIE,2013,PG-13,97,"['scifi', 'thriller', 'horror', 'documentation']",['US'],tt2387433,7.7
tm163686,Blue Jasmine,MOVIE,2013,PG-13,99,"['drama', 'comedy', 'european']",['US'],tt2334873,7.7
ts21367,Jane the Virgin,SHOW,2014,TV-14,42,"['drama', 'comedy']",['US'],tt3566726,7.7
ts20108,Henry Danger,SHOW,2014,TV-G,24,"['comedy', 'family', 'action', 'scifi', 'thriller', 'drama']",['US'],tt3596174,7.7
tm180572,Insidious: Chapter 2,MOVIE,2013,PG-13,106,"['horror', 'thriller']",['US'],tt2226417,7.7
tm151807,Creep,MOVIE,2014,R,82,"['horror', 'thriller']",['US'],tt2428170,7.7
tm151764,Barefoot,MOVIE,2014,PG-13,90,"['romance', 'comedy', 'drama']",['US'],tt2355495,7.7
ts20823,Orange Is the New Black,SHOW,2013,TV-MA,59,"['drama', 'comedy', 'crime']",['US'],tt2372162,7.7
tm153284,The Giver,MOVIE,2014,PG-13,97,"['drama', 'scifi', 'thriller', 'romance']",['US'],tt0435651,7.6
ts32218,The Thundermans,SHOW,2013,TV-G,24,"['action', 'scifi', 'family', 'comedy', 'drama']",['US'],tt2712516,7.6
ts35682,Wentworth,SHOW,2013,TV-MA,46,"['drama', 'thriller', 'crime']",['AU'],tt2433738,7.6
tm165967,Mandela: Long Walk to Freedom,MOVIE,2013,PG-13,141,"['drama', 'history']","['GB', 'ZA']",tt2304771,7.6
ts20791,Z Nation,SHOW,2014,TV-14,43,"['action', 'comedy', 'drama', 'horror', 'romance', 'scifi']",['US'],tt3843168,7.6
tm161525,The Green Inferno,MOVIE,2013,R,100,"['thriller', 'horror']","['US', 'CA', 'CL']",tt2403021,7.6
tm168400,Empire State,MOVIE,2013,R,94,"['action', 'drama', 'crime', 'thriller', 'european']",['US'],tt2171867,7.6
tm161282,Penguins of Madagascar,MOVIE,2014,PG,92,"['family', 'animation', 'action', 'comedy', 'scifi']",['US'],tt1911658,7.6
ts20280,Marco Polo,SHOW,2014,TV-MA,55,"['action', 'drama', 'history', 'documentation']",['US'],tt2189461,7.6
tm148671,A Walk Among the Tombstones,MOVIE,2014,R,113,"['drama', 'thriller', 'action', 'crime']",['US'],tt0365907,7.6
tm171042,The Call,MOVIE,2013,R,94,"['thriller', 'crime', 'drama', 'horror', 'action', 'european']",['US'],tt1911644,7.6
tm178712,Scary Movie 5,MOVIE,2013,PG-13,89,"['comedy', 'horror']",['US'],tt0795461,7.6
ts20288,From Dusk Till Dawn: The Series,SHOW,2014,TV-14,45,"['scifi', 'action', 'crime', 'fantasy', 'horror']",['US'],tt3337194,7.6
ts20281,Sofia the First,SHOW,2013,TV-Y,24,"['animation', 'family', 'fantasy']",['US'],tt2136138,7.6
tm187279,Philomena,MOVIE,2013,PG-13,97,"['drama', 'comedy', 'european']",['GB'],tt2431286,7.6
tm165521,Redemption,MOVIE,2013,R,100,"['action', 'thriller', 'european']","['US', 'GB']",,
tm141648,Seventh Son,MOVIE,2014,PG-13,102,"['action', 'fantasy']","['US', 'GB', 'CN', 'CA']",tt1121096,7.6
ts314002,The Seven Deadly Sins,SHOW,2014,TV-14,25,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",['JP'],tt3909224,7.6
tm176630,The Butler,MOVIE,2013,PG-13,132,"['drama', 'european']",['US'],tt1327773,7.6
ts32060,Sam & Cat,SHOW,2013,TV-G,24,"['comedy', 'drama', 'family']",['US'],tt2487090,7.6
tm184608,Texas Chainsaw 3D,MOVIE,2013,R,87,"['thriller', 'horror']",['US'],tt1572315,7.6
tm187979,Cloudy with a Chance of Meatballs 2,MOVIE,2013,PG,95,"['animation', 'scifi', 'drama', 'comedy', 'family', 'fantasy']",['US'],tt1985966,7.6
tm171228,Metallica: Through the Never,MOVIE,2013,R,93,['music'],['US'],tt2172935,7.6
ts2727,Derek,SHOW,2013,TV-MA,27,"['drama', 'comedy', 'european']",['GB'],tt2616280,7.6
ts20790,Young & Hungry,SHOW,2014,TV-14,21,"['comedy', 'drama', 'romance']",['US'],tt2084712,7.6
tm161029,Mr. Peabody & Sherman,MOVIE,2014,PG,92,"['action', 'family', 'animation', 'romance', 'comedy', 'fantasy', 'history', 'scifi']",['US'],tt0864835,7.6
ts20014,Sailor Moon Crystal,SHOW,2014,TV-14,24,"['animation', 'scifi', 'fantasy', 'romance', 'action', 'comedy', 'drama', 'family']",['JP'],tt3124992,7.6
tm181270,The Frozen Ground,MOVIE,2013,R,105,"['thriller', 'crime', 'drama']",['US'],tt2005374,7.6
ts35570,Lovesick,SHOW,2014,TV-MA,25,"['comedy', 'european']",['GB'],tt4051832,7.6
tm237143,Shrek the Musical,MOVIE,2013,PG-13,130,"['music', 'comedy', 'fantasy', 'family']",['US'],tt3070936,7.6
tm181081,The Railway Man,MOVIE,2013,R,116,"['drama', 'history', 'european', 'romance', 'war']","['AU', 'CH', 'GB']",tt2058107,7.6
ts20336,Velvet,SHOW,2014,TV-14,57,"['drama', 'romance', 'thriller', 'action', 'crime', 'european']",['ES'],tt2955402,7.6
ts35244,Tiny House Nation,SHOW,2014,TV-PG,43,['reality'],['US'],tt3869500,7.6
tm144121,Get on Up,MOVIE,2014,PG-13,139,"['drama', 'music']",['US'],tt2473602,7.6
ts2161,Angry Birds Toons,SHOW,2013,TV-Y,2,"['comedy', 'family', 'fantasy', 'animation', 'action', 'european']",['FI'],tt3012598,7.6
ts32271,Shtisel,SHOW,2013,TV-14,49,['drama'],['IL'],tt3069894,7.6
ts20097,Hemlock Grove,SHOW,2013,TV-MA,49,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",['US'],tt2309295,7.6
ts22383,Rabbids Invasion,SHOW,2013,TV-Y7,10,"['animation', 'comedy', 'family', 'european']","['FR', 'US']",tt3105674,7.6
tm143642,Who Am I,MOVIE,2014,,105,"['thriller', 'european', 'scifi', 'crime', 'drama']",['DE'],tt4426376,7.6
ts36836,Zach Stone Is Gonna Be Famous,SHOW,2013,TV-PG,20,['comedy'],['US'],tt1748277,7.6
ts22426,The Irregular at Magic High School,SHOW,2014,TV-14,23,"['action', 'scifi', 'animation', 'drama', 'fantasy', 'romance']",['JP'],tt3874528,7.6
ts42168,Resurrection: Ertugrul,SHOW,2014,TV-14,57,"['action', 'war', 'drama', 'history']",['TR'],tt4320258,7.6
tm148976,The Battered Bastards of Baseball,MOVIE,2014,R,80,"['documentation', 'sport']",['US'],tt3445270,7.6
ts35282,The Next Step,SHOW,2013,TV-G,24,"['drama', 'family', 'romance']",['CA'],tt2374744,7.6
tm136601,Walk of Shame,MOVIE,2014,R,95,['comedy'],['US'],tt2463288,7.6
tm151716,Cowspiracy: The Sustainability Secret,MOVIE,2014,,90,['documentation'],['US'],tt3302820,7.6
tm166628,The Smurfs 2,MOVIE,2013,PG,105,"['comedy', 'animation', 'fantasy', 'family']",['US'],tt2017020,7.6
tm140342,"I, Frankenstein",MOVIE,2014,PG-13,92,"['thriller', 'scifi', 'horror', 'action', 'fantasy']","['AU', 'US']",tt1418377,7.6
ts20883,"Nicky, Ricky, Dicky & Dawn",SHOW,2014,TV-G,23,"['family', 'comedy']",['US'],tt3596176,7.6
tm151447,The November Man,MOVIE,2014,R,108,"['thriller', 'action', 'crime']","['GB', 'US']",tt2402157,7.6
tm147913,PK,MOVIE,2014,PG-13,153,"['drama', 'comedy', 'scifi', 'romance', 'fantasy']",['IN'],tt2338151,7.6
ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,"['animation', 'family', 'fantasy', 'scifi', 'comedy']","['CA', 'US', 'GB']",tt1699440,7.6
ts98110,Dreamworks How to Train Your Dragon Legends,SHOW,2013,,23,['animation'],['US'],tt6963396,7.6
ts22445,The Heirs,SHOW,2013,,59,"['comedy', 'drama', 'romance']",['KR'],tt3243098,7.6
tm469911,Bonnie & Clyde,MOVIE,2013,PG-13,240,"['drama', 'crime', 'european']",['AT'],tt2374851,
tm149038,Bill Burr: I'm Sorry You Feel That Way,MOVIE,2014,,80,"['comedy', 'documentation']",['US'],tt3823690,7.6
tm161562,Copenhagen,MOVIE,2014,,98,"['drama', 'romance']","['DK', 'US']",tt2459156,7.6
ts34066,Mako: Island of Secrets,SHOW,2013,TV-G,25,"['scifi', 'action', 'family', 'fantasy', 'romance', 'comedy', 'drama']",['AU'],tt2548214,7.6
ts521,Black Ink Crew New York,SHOW,2013,TV-14,43,['reality'],['US'],tt10590068,7.6
tm71148,Thanks for Sharing,MOVIE,2013,R,112,"['comedy', 'drama', 'romance']",['US'],tt1932718,7.6
